pool,trigger_gap_bps,base_fee_bps,start_concession_bps,concession_growth_bps_per_sec,max_fee_bps,recapture_pct,auction_clear_rate,mean_solver_payout_bps,n_trigger_events,lp_net_quote_token,fixed_fee_v3_recapture_pct,reprice_execution_rate,window_count,pools_outperforming_baseline,mean_recapture_across_pools,std_recapture_across_pools
wbtc_usdc_500,5.0,5.0,10.0,0.5,5000.0,99.83506995788443,0.7430426716141002,16.49300421155669,1078,-152.93610605576094,16.900078994469066,0.7430426716141002,31,4,99.8694102976685,0.02103560241269346
wbtc_usdc_500,5.0,5.0,10.0,1.0,500.0,99.77013563986958,0.7430426716141002,22.9864360130415,1078,-213.14831251126395,16.900078994469066,0.7430426716141002,31,4,99.80826236613436,0.03684061362237348
wbtc_usdc_500,5.0,5.0,10.0,1.0,2500.0,99.77013563986958,0.7430426716141002,22.9864360130415,1078,-213.14831251126395,16.900078994469066,0.7430426716141002,31,4,99.83881952636216,0.042072949917041594
wbtc_usdc_500,5.0,5.0,10.0,1.0,5000.0,99.77013563986958,0.7430426716141002,22.9864360130415,1078,-213.14831251126395,16.900078994469066,0.7430426716141002,31,4,99.83881952636216,0.042072949917041594
wbtc_usdc_500,5.0,5.0,10.0,5.0,500.0,99.2521074332017,0.7430426716141002,74.78925667983033,1078,-693.5048063228796,16.900078994469066,0.7430426716141002,31,4,99.08542191081604,0.7348204160711527
wbtc_usdc_500,5.0,5.0,10.0,5.0,2500.0,99.2521074332017,0.7430426716141002,74.78925667983033,1078,-693.5048063228796,16.900078994469066,0.7430426716141002,31,4,99.59454594256921,0.20978838055148677
wbtc_usdc_500,5.0,5.0,10.0,5.0,5000.0,99.2521074332017,0.7430426716141002,74.78925667983033,1078,-693.5048063228796,16.900078994469066,0.7430426716141002,31,4,99.59454594256921,0.20978838055148677
wbtc_usdc_500,5.0,5.0,30.0,0.5,500.0,99.63507966041914,0.7430426716141002,36.49203395808643,1078,-338.3828382032275,16.900078994469066,0.7430426716141002,31,4,99.65413512009106,0.018418057420076513
wbtc_usdc_500,5.0,5.0,30.0,0.5,2500.0,99.63507966041914,0.7430426716141002,36.49203395808643,1078,-338.3828382032275,16.900078994469066,0.7430426716141002,31,4,99.66941370020496,0.02103164545446316
wbtc_usdc_500,5.0,5.0,30.0,0.5,5000.0,99.63507966041914,0.7430426716141002,36.49203395808643,1078,-338.3828382032275,16.900078994469066,0.7430426716141002,31,4,99.66941370020496,0.02103164545446316
wbtc_usdc_500,5.0,5.0,30.0,1.0,500.0,99.57014534240429,0.7430426716141002,42.98546575957124,1078,-398.59504465873044,16.900078994469066,0.7430426716141002,31,4,99.60826576867082,0.03683891705583682
wbtc_usdc_500,5.0,5.0,30.0,1.0,2500.0,99.57014534240429,0.7430426716141002,42.98546575957124,1078,-398.59504465873044,16.900078994469066,0.7430426716141002,31,4,99.63882292889862,0.04206899296147152
wbtc_usdc_500,5.0,5.0,30.0,1.0,5000.0,99.57014534240429,0.7430426716141002,42.98546575957124,1078,-398.59504465873044,16.900078994469066,0.7430426716141002,31,4,99.63882292889862,0.04206899296147152
wbtc_usdc_500,5.0,5.0,30.0,5.0,500.0,99.05214638791352,0.7430426716141002,94.78536120864749,1078,-878.9244135511628,16.900078994469066,0.7430426716141002,31,4,98.88543460618735,0.7348241450292895
wbtc_usdc_500,5.0,5.0,30.0,5.0,2500.0,99.05214638791352,0.7430426716141002,94.78536120864749,1078,-878.9244135511628,16.900078994469066,0.7430426716141002,31,4,99.39455854388584,0.20977276439887574
wbtc_usdc_500,5.0,5.0,30.0,5.0,5000.0,99.05214638791352,0.7430426716141002,94.78536120864749,1078,-878.9244135511628,16.900078994469066,0.7430426716141002,31,4,99.39455854388584,0.20977276439887574
wbtc_usdc_500,5.0,5.0,100.0,0.5,500.0,98.93511361929059,0.7430426716141002,106.48863807094054,1078,-987.4464007193603,16.900078994469066,0.7430426716141002,31,4,98.95415082999547,0.01841491720935258
wbtc_usdc_500,5.0,5.0,100.0,0.5,2500.0,98.93511361929059,0.7430426716141002,106.48863807094054,1078,-987.4464007193603,16.900078994469066,0.7430426716141002,31,4,98.96942883257572,0.021019010229930038
wbtc_usdc_500,5.0,5.0,100.0,0.5,5000.0,98.93511361929059,0.7430426716141002,106.48863807094054,1078,-987.4464007193603,16.900078994469066,0.7430426716141002,31,4,98.96942883257572,0.021019010229930038
wbtc_usdc_500,5.0,5.0,100.0,1.0,500.0,98.87017930127574,0.7430426716141002,112.98206987242534,1078,-1047.6586071748634,16.900078994469066,0.7430426716141002,31,4,98.90828147857525,0.03683577323325053
wbtc_usdc_500,5.0,5.0,100.0,1.0,2500.0,98.87017930127574,0.7430426716141002,112.98206987242534,1078,-1047.6586071748634,16.900078994469066,0.7430426716141002,31,4,98.9388380612694,0.0420563576474254
wbtc_usdc_500,5.0,5.0,100.0,1.0,5000.0,98.87017930127574,0.7430426716141002,112.98206987242534,1078,-1047.6586071748634,16.900078994469066,0.7430426716141002,31,4,98.9388380612694,0.0420563576474254
wbtc_usdc_500,5.0,5.0,100.0,5.0,500.0,98.35228272940492,0.7430426716141002,164.77172705950753,1078,-1527.893038850154,16.900078994469066,0.7430426716141002,31,4,98.18548382313047,0.7348371039426598
wbtc_usdc_500,5.0,5.0,100.0,5.0,2500.0,98.35228272940492,0.7430426716141002,164.77172705950753,1078,-1527.893038850154,16.900078994469066,0.7430426716141002,31,4,98.69460673616197,0.209720077414285
wbtc_usdc_500,5.0,5.0,100.0,5.0,5000.0,98.35228272940492,0.7430426716141002,164.77172705950753,1078,-1527.893038850154,16.900078994469066,0.7430426716141002,31,4,98.69460673616197,0.209720077414285
wbtc_usdc_500,5.0,30.0,10.0,0.5,500.0,99.0103522216013,0.0900212314225053,98.96477783987065,2355,-854.0096511788859,16.900078994469066,0.0900212314225053,31,0,99.31649009634123,0.21819182346834962
wbtc_usdc_500,5.0,30.0,10.0,0.5,2500.0,99.0103522216013,0.0900212314225053,98.96477783987065,2355,-854.0096511788859,16.900078994469066,0.0900212314225053,31,0,99.39034924286487,0.28941902392558855
wbtc_usdc_500,5.0,30.0,10.0,0.5,5000.0,99.0103522216013,0.0900212314225053,98.96477783987065,2355,-854.0096511788859,16.900078994469066,0.0900212314225053,31,0,99.39034924286487,0.28941902392558855
wbtc_usdc_500,5.0,30.0,10.0,1.0,500.0,98.13301298882975,0.0900212314225053,186.6987011170255,2355,-1611.1034258520438,16.900078994469066,0.0900212314225053,31,0,98.74021239332039,0.43330088197473676
wbtc_usdc_500,5.0,30.0,10.0,1.0,2500.0,98.13301298882975,0.0900212314225053,186.6987011170255,2355,-1611.1034258520438,16.900078994469066,0.0900212314225053,31,0,98.8871493848853,0.5750690895396777
wbtc_usdc_500,5.0,30.0,10.0,1.0,5000.0,98.13301298882975,0.0900212314225053,186.6987011170255,2355,-1611.1034258520438,16.900078994469066,0.0900212314225053,31,0,98.8871493848853,0.5750690895396777
wbtc_usdc_500,5.0,30.0,10.0,5.0,500.0,91.6802418178176,0.0900212314225053,831.9758182182401,2355,-7179.477323290438,16.900078994469066,0.0900212314225053,31,0,94.13442202562794,1.7370559653504463
wbtc_usdc_500,5.0,30.0,10.0,5.0,2500.0,91.6802418178176,0.0900212314225053,831.9758182182401,2355,-7179.477323290438,16.900078994469066,0.0900212314225053,31,0,95.12921913158812,2.7072390448598616
wbtc_usdc_500,5.0,30.0,10.0,5.0,5000.0,91.6802418178176,0.0900212314225053,831.9758182182401,2355,-7179.477323290438,16.900078994469066,0.0900212314225053,31,0,95.12921913158812,2.7072390448598616
wbtc_usdc_500,5.0,30.0,30.0,0.5,500.0,98.81279744572248,0.0900212314225053,118.72025542775185,2355,-1024.488167798176,16.900078994469066,0.0900212314225053,31,0,99.1176833283901,0.21748645285957305
wbtc_usdc_500,5.0,30.0,30.0,0.5,2500.0,98.81279744572248,0.0900212314225053,118.72025542775185,2355,-1024.488167798176,16.900078994469066,0.0900212314225053,31,0,99.19143707551567,0.2886413010819413
wbtc_usdc_500,5.0,30.0,30.0,0.5,5000.0,98.81279744572248,0.0900212314225053,118.72025542775185,2355,-1024.488167798176,16.900078994469066,0.0900212314225053,31,0,99.19143707551567,0.2886413010819413
wbtc_usdc_500,5.0,30.0,30.0,1.0,500.0,97.9357940827803,0.0900212314225053,206.42059172196952,2355,-1781.2921059435466,16.900078994469066,0.0900212314225053,31,0,98.54193371598355,0.43266777580563204
wbtc_usdc_500,5.0,30.0,30.0,1.0,2500.0,97.9357940827803,0.0900212314225053,206.42059172196952,2355,-1781.2921059435466,16.900078994469066,0.0900212314225053,31,0,98.68866745250226,0.5742619403067987
wbtc_usdc_500,5.0,30.0,30.0,1.0,5000.0,97.9357940827803,0.0900212314225053,206.42059172196952,2355,-1781.2921059435466,16.900078994469066,0.0900212314225053,31,0,98.68866745250226,0.5742619403067987
wbtc_usdc_500,5.0,30.0,30.0,5.0,500.0,91.49910528505036,0.0900212314225053,850.0894714949632,2355,-7335.787831474061,16.900078994469066,0.0900212314225053,31,0,93.94405579330083,1.732275137926846
wbtc_usdc_500,5.0,30.0,30.0,5.0,2500.0,91.49910528505036,0.0900212314225053,850.0894714949632,2355,-7335.787831474061,16.900078994469066,0.0900212314225053,31,0,94.93805408063088,2.7020178624388254
wbtc_usdc_500,5.0,30.0,30.0,5.0,5000.0,91.49910528505036,0.0900212314225053,850.0894714949632,2355,-7335.787831474061,16.900078994469066,0.0900212314225053,31,0,94.93805408063088,2.7020178624388254
wbtc_usdc_500,5.0,30.0,100.0,0.5,500.0,98.12244949759068,0.0900212314225053,187.75505024093246,2355,-1620.2191169749055,16.900078994469066,0.0900212314225053,31,0,98.42431000178978,0.2154782313816516
wbtc_usdc_500,5.0,30.0,100.0,0.5,2500.0,98.12244949759068,0.0900212314225053,187.75505024093246,2355,-1620.2191169749055,16.900078994469066,0.0900212314225053,31,0,98.49723194106849,0.2859027469493697
wbtc_usdc_500,5.0,30.0,100.0,0.5,5000.0,98.12244949759068,0.0900212314225053,187.75505024093246,2355,-1620.2191169749055,16.900078994469066,0.0900212314225053,31,0,98.49723194106849,0.2859027469493697
wbtc_usdc_500,5.0,30.0,100.0,1.0,500.0,97.2466216790513,0.0900212314225053,275.33783209487,2355,-2376.0086272730214,16.900078994469066,0.0900212314225053,31,0,97.85067380386438,0.4313131348621431
wbtc_usdc_500,5.0,30.0,100.0,1.0,2500.0,97.2466216790513,0.0900212314225053,275.33783209487,2355,-2376.0086272730214,16.900078994469066,0.0900212314225053,31,0,97.99610275537286,0.5717289705943859
wbtc_usdc_500,5.0,30.0,100.0,1.0,5000.0,97.2466216790513,0.0900212314225053,275.33783209487,2355,-2376.0086272730214,16.900078994469066,0.0900212314225053,31,0,97.99610275537286,0.5717289705943859
wbtc_usdc_500,5.0,30.0,100.0,5.0,500.0,90.87133294008567,0.0900212314225053,912.8667059914337,2355,-7877.519600134758,16.900078994469066,0.0900212314225053,31,0,93.28130507121499,1.7141854911862053
wbtc_usdc_500,5.0,30.0,100.0,5.0,2500.0,90.87133294008567,0.0900212314225053,912.8667059914337,2355,-7877.519600134758,16.900078994469066,0.0900212314225053,31,0,94.27217030329516,2.682064265934059
wbtc_usdc_500,5.0,30.0,100.0,5.0,5000.0,90.87133294008567,0.0900212314225053,912.8667059914337,2355,-7877.519600134758,16.900078994469066,0.0900212314225053,31,0,94.27217030329516,2.682064265934059
wbtc_usdc_500,10.0,1.0,10.0,0.5,500.0,99.68378845056569,1.0,9.96939908340354,791,-293.626990943632,16.900078994469066,1.0,31,4,99.79198498366716,0.06294582841783512
wbtc_usdc_500,10.0,1.0,10.0,0.5,2500.0,99.68378845056569,1.0,9.96939908340354,791,-293.626990943632,16.900078994469066,1.0,31,4,99.811554852861,0.07502630555476904
wbtc_usdc_500,10.0,1.0,10.0,0.5,5000.0,99.68378845056569,1.0,9.96939908340354,791,-293.626990943632,16.900078994469066,1.0,31,4,99.811554852861,0.07502630555476904
wbtc_usdc_500,10.0,1.0,10.0,1.0,500.0,99.68378845056569,1.0,9.96939908340354,791,-293.626990943632,16.900078994469066,1.0,31,4,99.77945913893824,0.06076588140013717
wbtc_usdc_500,10.0,1.0,10.0,1.0,2500.0,99.68378845056569,1.0,9.96939908340354,791,-293.626990943632,16.900078994469066,1.0,31,4,99.811554852861,0.07502630555476904
wbtc_usdc_500,10.0,1.0,10.0,1.0,5000.0,99.68378845056569,1.0,9.96939908340354,791,-293.626990943632,16.900078994469066,1.0,31,4,99.811554852861,0.07502630555476904
wbtc_usdc_500,10.0,1.0,10.0,5.0,500.0,99.68378845056569,1.0,9.96939908340354,791,-293.626990943632,16.900078994469066,1.0,31,4,99.31794586926594,0.7845215294826339
wbtc_usdc_500,10.0,1.0,10.0,5.0,2500.0,99.68378845056569,1.0,9.96939908340354,791,-293.626990943632,16.900078994469066,1.0,31,4,99.811554852861,0.07502630555476904
wbtc_usdc_500,10.0,1.0,10.0,5.0,5000.0,99.68378845056569,1.0,9.96939908340354,791,-293.626990943632,16.900078994469066,1.0,31,4,99.811554852861,0.07502630555476904
wbtc_usdc_500,10.0,1.0,30.0,0.5,500.0,99.4844004688976,1.0,29.908197250210616,791,-478.7742228908961,16.900078994469066,1.0,31,4,99.59225581765192,0.06275375643156031
wbtc_usdc_500,10.0,1.0,30.0,0.5,2500.0,99.4844004688976,1.0,29.908197250210616,791,-478.7742228908961,16.900078994469066,1.0,31,4,99.6118057129673,0.07481414034260461
wbtc_usdc_500,10.0,1.0,30.0,0.5,5000.0,99.4844004688976,1.0,29.908197250210616,791,-478.7742228908961,16.900078994469066,1.0,31,4,99.6118057129673,0.07481414034260461
wbtc_usdc_500,10.0,1.0,30.0,1.0,500.0,99.4844004688976,1.0,29.908197250210616,791,-478.7742228908961,16.900078994469066,1.0,31,4,99.579729972923,0.06059849869093603
wbtc_usdc_500,10.0,1.0,30.0,1.0,2500.0,99.4844004688976,1.0,29.908197250210616,791,-478.7742228908961,16.900078994469066,1.0,31,4,99.6118057129673,0.07481414034260461
wbtc_usdc_500,10.0,1.0,30.0,1.0,5000.0,99.4844004688976,1.0,29.908197250210616,791,-478.7742228908961,16.900078994469066,1.0,31,4,99.6118057129673,0.07481414034260461
wbtc_usdc_500,10.0,1.0,30.0,5.0,500.0,99.4844004688976,1.0,29.908197250210616,791,-478.7742228908961,16.900078994469066,1.0,31,4,99.11821210239408,0.7846090807060321
wbtc_usdc_500,10.0,1.0,30.0,5.0,2500.0,99.4844004688976,1.0,29.908197250210616,791,-478.7742228908961,16.900078994469066,1.0,31,4,99.6118057129673,0.07481414034260461
wbtc_usdc_500,10.0,1.0,30.0,5.0,5000.0,99.4844004688976,1.0,29.908197250210616,791,-478.7742228908961,16.900078994469066,1.0,31,4,99.6118057129673,0.07481414034260461
wbtc_usdc_500,10.0,1.0,100.0,0.5,500.0,98.78654253305936,1.0,99.69399083403539,791,-1126.7895347063204,16.900078994469066,1.0,31,4,98.89320373659864,0.062081846062351155
wbtc_usdc_500,10.0,1.0,100.0,0.5,2500.0,98.78654253305936,1.0,99.69399083403539,791,-1126.7895347063204,16.900078994469066,1.0,31,4,98.91268372333938,0.07407156218372717
wbtc_usdc_500,10.0,1.0,100.0,0.5,5000.0,98.78654253305936,1.0,99.69399083403539,791,-1126.7895347063204,16.900078994469066,1.0,31,4,98.91268372333938,0.07407156218372717
wbtc_usdc_500,10.0,1.0,100.0,1.0,500.0,98.78654253305936,1.0,99.69399083403539,791,-1126.7895347063204,16.900078994469066,1.0,31,4,98.88067789186971,0.06001417710438667
wbtc_usdc_500,10.0,1.0,100.0,1.0,2500.0,98.78654253305936,1.0,99.69399083403539,791,-1126.7895347063204,16.900078994469066,1.0,31,4,98.91268372333938,0.07407156218372717
wbtc_usdc_500,10.0,1.0,100.0,1.0,5000.0,98.78654253305936,1.0,99.69399083403539,791,-1126.7895347063204,16.900078994469066,1.0,31,4,98.91268372333938,0.07407156218372717
wbtc_usdc_500,10.0,1.0,100.0,5.0,500.0,98.78654253305936,1.0,99.69399083403539,791,-1126.7895347063204,16.900078994469066,1.0,31,4,98.4191439183426,0.7849158455080147
wbtc_usdc_500,10.0,1.0,100.0,5.0,2500.0,98.78654253305936,1.0,99.69399083403539,791,-1126.7895347063204,16.900078994469066,1.0,31,4,98.91268372333938,0.07407156218372717
wbtc_usdc_500,10.0,1.0,100.0,5.0,5000.0,98.78654253305936,1.0,99.69399083403539,791,-1126.7895347063204,16.900078994469066,1.0,31,4,98.91268372333938,0.07407156218372717
wbtc_usdc_500,10.0,5.0,10.0,0.5,500.0,99.90000427589928,1.0,9.999514873264872,800,-92.72389960025795,16.900078994469066,1.0,31,4,99.8874770001531,0.019023045514984908
wbtc_usdc_500,10.0,5.0,10.0,0.5,2500.0,99.90000427589928,1.0,9.999514873264872,800,-92.72389960025795,16.900078994469066,1.0,31,4,99.90000106897482,1.8515186967826002e-06
wbtc_usdc_500,10.0,5.0,10.0,0.5,5000.0,99.90000427589928,1.0,9.999514873264872,800,-92.72389960025795,16.900078994469066,1.0,31,4,99.90000106897482,1.8515186967826002e-06
wbtc_usdc_500,10.0,5.0,10.0,1.0,500.0,99.90000427589928,1.0,9.999514873264872,800,-92.72389960025795,16.900078994469066,1.0,31,4,99.87495293133138,0.038045387114860954
wbtc_usdc_500,10.0,5.0,10.0,1.0,2500.0,99.90000427589928,1.0,9.999514873264872,800,-92.72389960025795,16.900078994469066,1.0,31,4,99.90000106897482,1.8515186967826002e-06
wbtc_usdc_500,10.0,5.0,10.0,1.0,5000.0,99.90000427589928,1.0,9.999514873264872,800,-92.72389960025795,16.900078994469066,1.0,31,4,99.90000106897482,1.8515186967826002e-06
wbtc_usdc_500,10.0,5.0,10.0,5.0,500.0,99.90000427589928,1.0,9.999514873264872,800,-92.72389960025795,16.900078994469066,1.0,31,4,99.4118893819466,0.8179578525029801
wbtc_usdc_500,10.0,5.0,10.0,5.0,2500.0,99.90000427589928,1.0,9.999514873264872,800,-92.72389960025795,16.900078994469066,1.0,31,4,99.90000106897482,1.8515186967826002e-06
wbtc_usdc_500,10.0,5.0,10.0,5.0,5000.0,99.90000427589928,1.0,9.999514873264872,800,-92.72389960025795,16.900078994469066,1.0,31,4,99.90000106897482,1.8515186967826002e-06
wbtc_usdc_500,10.0,5.0,30.0,0.5,500.0,99.70001397843399,1.0,29.998544619794615,800,-278.1706317477245,16.900078994469066,1.0,31,4,99.68748040268956,0.01902528625568521
wbtc_usdc_500,10.0,5.0,30.0,0.5,2500.0,99.70001397843399,1.0,29.998544619794615,800,-278.1706317477245,16.900078994469066,1.0,31,4,99.70000447151128,5.715951122209863e-06
wbtc_usdc_500,10.0,5.0,30.0,0.5,5000.0,99.70001397843399,1.0,29.998544619794615,800,-278.1706317477245,16.900078994469066,1.0,31,4,99.70000447151128,5.715951122209863e-06
wbtc_usdc_500,10.0,5.0,30.0,1.0,500.0,99.70001397843399,1.0,29.998544619794615,800,-278.1706317477245,16.900078994469066,1.0,31,4,99.67495633386783,0.03804762757869151
wbtc_usdc_500,10.0,5.0,30.0,1.0,2500.0,99.70001397843399,1.0,29.998544619794615,800,-278.1706317477245,16.900078994469066,1.0,31,4,99.70000447151128,5.715951122209863e-06
wbtc_usdc_500,10.0,5.0,30.0,1.0,5000.0,99.70001397843399,1.0,29.998544619794615,800,-278.1706317477245,16.900078994469066,1.0,31,4,99.70000447151128,5.715951122209863e-06
wbtc_usdc_500,10.0,5.0,30.0,5.0,500.0,99.70001397843399,1.0,29.998544619794615,800,-278.1706317477245,16.900078994469066,1.0,31,4,99.21189278448306,0.8179598829625784
wbtc_usdc_500,10.0,5.0,30.0,5.0,2500.0,99.70001397843399,1.0,29.998544619794615,800,-278.1706317477245,16.900078994469066,1.0,31,4,99.70000447151128,5.715951122209863e-06
wbtc_usdc_500,10.0,5.0,30.0,5.0,5000.0,99.70001397843399,1.0,29.998544619794615,800,-278.1706317477245,16.900078994469066,1.0,31,4,99.70000447151128,5.715951122209863e-06
wbtc_usdc_500,10.0,5.0,100.0,0.5,500.0,99.00004793730544,1.0,99.99514873264872,800,-927.2341942638573,16.900078994469066,1.0,31,4,98.98749609949489,0.019034027920701815
wbtc_usdc_500,10.0,5.0,100.0,0.5,2500.0,99.00004793730544,1.0,99.99514873264872,800,-927.2341942638573,16.900078994469066,1.0,31,4,99.00001959676362,1.855151773589936e-05
wbtc_usdc_500,10.0,5.0,100.0,0.5,5000.0,99.00004793730544,1.0,99.99514873264872,800,-927.2341942638573,16.900078994469066,1.0,31,4,99.00001959676362,1.855151773589936e-05
wbtc_usdc_500,10.0,5.0,100.0,1.0,500.0,99.00004793730544,1.0,99.99514873264872,800,-927.2341942638573,16.900078994469066,1.0,31,4,98.97497203067316,0.03805636706246341
wbtc_usdc_500,10.0,5.0,100.0,1.0,2500.0,99.00004793730544,1.0,99.99514873264872,800,-927.2341942638573,16.900078994469066,1.0,31,4,99.00001959676362,1.855151773589936e-05
wbtc_usdc_500,10.0,5.0,100.0,1.0,5000.0,99.00004793730544,1.0,99.99514873264872,800,-927.2341942638573,16.900078994469066,1.0,31,4,99.00001959676362,1.855151773589936e-05
wbtc_usdc_500,10.0,5.0,100.0,5.0,500.0,99.00004793730544,1.0,99.99514873264872,800,-927.2341942638573,16.900078994469066,1.0,31,4,98.51190839934449,0.8179681333579462
wbtc_usdc_500,10.0,5.0,100.0,5.0,2500.0,99.00004793730544,1.0,99.99514873264872,800,-927.2341942638573,16.900078994469066,1.0,31,4,99.00001959676362,1.855151773589936e-05
wbtc_usdc_500,10.0,5.0,100.0,5.0,5000.0,99.00004793730544,1.0,99.99514873264872,800,-927.2341942638573,16.900078994469066,1.0,31,4,99.00001959676362,1.855151773589936e-05
wbtc_usdc_500,10.0,30.0,10.0,0.5,500.0,99.03369868157726,0.1004263382283278,96.63013184227343,2111,-833.8629862991824,16.900078994469066,0.1004263382283278,31,0,99.33228689370391,0.21284201678844464
wbtc_usdc_500,10.0,30.0,10.0,0.5,2500.0,99.03369868157726,0.1004263382283278,96.63013184227343,2111,-833.8629862991824,16.900078994469066,0.1004263382283278,31,0,99.4042946204595,0.28247741638734625
wbtc_usdc_500,10.0,30.0,10.0,0.5,5000.0,99.03369868157726,0.1004263382283278,96.63013184227343,2111,-833.8629862991824,16.900078994469066,0.1004263382283278,31,0,99.4042946204595,0.28247741638734625
wbtc_usdc_500,10.0,30.0,10.0,1.0,500.0,98.17537817691476,0.1004263382283278,182.46218230852332,2111,-1574.5446821370238,16.900078994469066,0.1004263382283278,31,0,98.76948252731573,0.4245044737837851
wbtc_usdc_500,10.0,30.0,10.0,1.0,2500.0,98.17537817691476,0.1004263382283278,182.46218230852332,2111,-1574.5446821370238,16.900078994469066,0.1004263382283278,31,0,98.91276517991736,0.5632004350978885
wbtc_usdc_500,10.0,30.0,10.0,1.0,5000.0,98.17537817691476,0.1004263382283278,182.46218230852332,2111,-1574.5446821370238,16.900078994469066,0.1004263382283278,31,0,98.91276517991736,0.5632004350978885
wbtc_usdc_500,10.0,30.0,10.0,5.0,500.0,91.78789574169437,0.1004263382283278,821.2104258305624,2111,-7086.578120175161,16.900078994469066,0.1004263382283278,31,0,94.22649728993126,1.7318707255965642
wbtc_usdc_500,10.0,30.0,10.0,5.0,2500.0,91.78789574169437,0.1004263382283278,821.2104258305624,2111,-7086.578120175161,16.900078994469066,0.1004263382283278,31,0,95.20928767450243,2.6822471548752804
wbtc_usdc_500,10.0,30.0,10.0,5.0,5000.0,91.78789574169437,0.1004263382283278,821.2104258305624,2111,-7086.578120175161,16.900078994469066,0.1004263382283278,31,0,95.20928767450243,2.6822471548752804
wbtc_usdc_500,10.0,30.0,30.0,0.5,500.0,98.83571452983394,0.1004263382283278,116.42854701660681,2111,-1004.7120298274281,16.900078994469066,0.1004263382283278,31,0,99.13329834093761,0.21231961186865053
wbtc_usdc_500,10.0,30.0,30.0,0.5,2500.0,98.83571452983394,0.1004263382283278,116.42854701660681,2111,-1004.7120298274281,16.900078994469066,0.1004263382283278,31,0,99.20520182387011,0.2818830362697741
wbtc_usdc_500,10.0,30.0,30.0,0.5,5000.0,98.83571452983394,0.1004263382283278,116.42854701660681,2111,-1004.7120298274281,16.900078994469066,0.1004263382283278,31,0,99.20520182387011,0.2818830362697741
wbtc_usdc_500,10.0,30.0,30.0,1.0,500.0,97.9777298950008,0.1004263382283278,202.22701049991954,2111,-1745.1038891374822,16.900078994469066,0.1004263382283278,31,0,98.57085805558938,0.42406306963923374
wbtc_usdc_500,10.0,30.0,30.0,1.0,2500.0,97.9777298950008,0.1004263382283278,202.22701049991954,2111,-1745.1038891374822,16.900078994469066,0.1004263382283278,31,0,98.71395594874673,0.5626152531472389
wbtc_usdc_500,10.0,30.0,30.0,1.0,5000.0,97.9777298950008,0.1004263382283278,202.22701049991954,2111,-1745.1038891374822,16.900078994469066,0.1004263382283278,31,0,98.71395594874673,0.5626152531472389
wbtc_usdc_500,10.0,30.0,30.0,5.0,500.0,91.6035777693193,0.1004263382283278,839.6422230680702,2111,-7245.634029489417,16.900078994469066,0.1004263382283278,31,0,94.03453092617518,1.7280563014801964
wbtc_usdc_500,10.0,30.0,30.0,5.0,2500.0,91.6035777693193,0.1004263382283278,839.6422230680702,2111,-7245.634029489417,16.900078994469066,0.1004263382283278,31,0,95.01662980046083,2.678073504874022
wbtc_usdc_500,10.0,30.0,30.0,5.0,5000.0,91.6035777693193,0.1004263382283278,839.6422230680702,2111,-7245.634029489417,16.900078994469066,0.1004263382283278,31,0,95.01662980046083,2.678073504874022
wbtc_usdc_500,10.0,30.0,100.0,0.5,500.0,98.1438637661763,0.1004263382283278,185.61362338237012,2111,-1601.7398231855032,16.900078994469066,0.1004263382283278,31,0,98.43898163015001,0.21101468188001132
wbtc_usdc_500,10.0,30.0,100.0,0.5,2500.0,98.1438637661763,0.1004263382283278,185.61362338237012,2111,-1601.7398231855032,16.900078994469066,0.1004263382283278,31,0,98.51008140142848,0.279891320442585
wbtc_usdc_500,10.0,30.0,100.0,0.5,5000.0,98.1438637661763,0.1004263382283278,185.61362338237012,2111,-1601.7398231855032,16.900078994469066,0.1004263382283278,31,0,98.51008140142848,0.279891320442585
wbtc_usdc_500,10.0,30.0,100.0,1.0,500.0,97.28705467574598,0.1004263382283278,271.2945324254027,2111,-2341.117254648302,16.900078994469066,0.1004263382283278,31,0,97.87821120504215,0.42329065461314297
wbtc_usdc_500,10.0,30.0,100.0,1.0,2500.0,97.28705467574598,0.1004263382283278,271.2945324254027,2111,-2341.117254648302,16.900078994469066,0.1004263382283278,31,0,98.02011615269241,0.5608030699899014
wbtc_usdc_500,10.0,30.0,100.0,1.0,5000.0,97.28705467574598,0.1004263382283278,271.2945324254027,2111,-2341.117254648302,16.900078994469066,0.1004263382283278,31,0,98.02011615269241,0.5608030699899014
wbtc_usdc_500,10.0,30.0,100.0,5.0,500.0,90.96467038572713,0.1004263382283278,903.5329614272873,2111,-7796.974702107329,16.900078994469066,0.1004263382283278,31,0,93.36627726522914,1.7134436568709395
wbtc_usdc_500,10.0,30.0,100.0,5.0,2500.0,90.96467038572713,0.1004263382283278,903.5329614272873,2111,-7796.974702107329,16.900078994469066,0.1004263382283278,31,0,94.34559298666291,2.661809555046033
wbtc_usdc_500,10.0,30.0,100.0,5.0,5000.0,90.96467038572713,0.1004263382283278,903.5329614272873,2111,-7796.974702107329,16.900078994469066,0.1004263382283278,31,0,94.34559298666291,2.661809555046033
wbtc_usdc_500,25.0,1.0,10.0,0.5,500.0,97.08102643717557,1.0,9.67584795790619,596,-2710.4937356950577,16.900078994469066,1.0,31,4,98.52008306979434,0.8531004431389366
wbtc_usdc_500,25.0,1.0,10.0,0.5,2500.0,97.08102643717557,1.0,9.67584795790619,596,-2710.4937356950577,16.900078994469066,1.0,31,4,98.64697281455453,0.9326629008230136
