pool,window_id,trigger_gap_bps,base_fee_bps,start_concession_bps,concession_growth_bps_per_sec,max_fee_bps,recapture_pct,auction_clear_rate,n_trigger_events,lp_net_quote_token
wbtc_usdc_500,wbtc_usdc_500_month_23500843_23508042_w04,5.0,1.0,100.0,5.0,5000.0,98.63936103615711,1.0,14,-2.9898664343261294
wbtc_usdc_500,wbtc_usdc_500_month_23508043_23515242_w05,5.0,1.0,100.0,5.0,5000.0,98.97465113053471,1.0,20,-28.083795651364785
wbtc_usdc_500,wbtc_usdc_500_month_23515243_23522442_w06,5.0,1.0,100.0,5.0,5000.0,98.96061741314215,1.0,20,-7.62669933013475
wbtc_usdc_500,wbtc_usdc_500_month_23522443_23529642_w07,5.0,1.0,100.0,5.0,5000.0,98.9898588121228,1.0,24,-28.645170631995985
wbtc_usdc_500,wbtc_usdc_500_month_23529643_23536842_w08,5.0,1.0,100.0,5.0,5000.0,98.98214663185402,1.0,23,-11.399310755350587
wbtc_usdc_500,wbtc_usdc_500_month_23536843_23544042_w09,5.0,1.0,100.0,5.0,5000.0,98.98297040370832,1.0,25,-13.382386394840095
wbtc_usdc_500,wbtc_usdc_500_month_23544043_23551242_w10,5.0,1.0,100.0,5.0,5000.0,98.99841958284595,1.0,80,-223.1737499815523
wbtc_usdc_500,wbtc_usdc_500_month_23551243_23558442_w11,5.0,1.0,100.0,5.0,5000.0,98.99771667526079,1.0,34,-24.83270096618923
wbtc_usdc_500,wbtc_usdc_500_month_23558443_23565642_w12,5.0,1.0,100.0,5.0,5000.0,98.993048700536,1.0,28,-36.31596062781199
wbtc_usdc_500,wbtc_usdc_500_month_23565643_23572842_w13,5.0,1.0,100.0,5.0,5000.0,98.95930796623266,1.0,20,-20.15688278853912
wbtc_usdc_500,wbtc_usdc_500_month_23572843_23580042_w14,5.0,1.0,100.0,5.0,5000.0,98.99871134287778,1.0,32,-59.825928470501
wbtc_usdc_500,wbtc_usdc_500_month_23580043_23587242_w15,5.0,1.0,100.0,5.0,5000.0,98.98722204093147,1.0,28,-26.784140248305306
wbtc_usdc_500,wbtc_usdc_500_month_23587243_23594442_w16,5.0,1.0,100.0,5.0,5000.0,98.98776128734768,1.0,32,-37.88884889311327
wbtc_usdc_500,wbtc_usdc_500_month_23594443_23601642_w17,5.0,1.0,100.0,5.0,5000.0,98.99019697172193,1.0,43,-42.97101996698341
wbtc_usdc_500,wbtc_usdc_500_month_23601643_23608842_w18,5.0,1.0,100.0,5.0,5000.0,98.85350651785771,1.0,20,-6.658706586308125
wbtc_usdc_500,wbtc_usdc_500_month_23608843_23616042_w19,5.0,1.0,100.0,5.0,5000.0,98.98884653551087,1.0,27,-63.03733456870355
wbtc_usdc_500,wbtc_usdc_500_month_23616043_23623242_w20,5.0,1.0,100.0,5.0,5000.0,98.98190813586805,1.0,27,-16.509232795778374
wbtc_usdc_500,wbtc_usdc_500_month_23623243_23630442_w21,5.0,1.0,100.0,5.0,5000.0,98.97922758112021,1.0,37,-42.44208386746362
wbtc_usdc_500,wbtc_usdc_500_month_23630443_23637642_w22,5.0,1.0,100.0,5.0,5000.0,98.96785586361476,1.0,32,-29.058249429609514
wbtc_usdc_500,wbtc_usdc_500_month_23637643_23644842_w23,5.0,1.0,100.0,5.0,5000.0,99.0,1.0,31,-26.37505994006714
wbtc_usdc_500,wbtc_usdc_500_month_23644843_23652042_w24,5.0,1.0,100.0,5.0,5000.0,98.93223295397581,1.0,24,-16.291925864502645
wbtc_usdc_500,wbtc_usdc_500_month_23652043_23659242_w25,5.0,1.0,100.0,5.0,5000.0,98.95407113936905,1.0,21,-2.902668256396068
wbtc_usdc_500,wbtc_usdc_500_month_23659243_23666442_w26,5.0,1.0,100.0,5.0,5000.0,98.97220683705737,1.0,24,-15.0350534160947
wbtc_usdc_500,wbtc_usdc_500_month_23666443_23673642_w27,5.0,1.0,100.0,5.0,5000.0,98.94621539806583,1.0,22,-14.995313981926193
wbtc_usdc_500,wbtc_usdc_500_month_23673643_23680842_w28,5.0,1.0,100.0,5.0,5000.0,98.98771087718876,1.0,28,-18.596523915973858
wbtc_usdc_500,wbtc_usdc_500_month_23680843_23688042_w29,5.0,1.0,100.0,5.0,5000.0,99.0,1.0,39,-33.82565579722382
wbtc_usdc_500,wbtc_usdc_500_month_23688043_23695242_w30,5.0,1.0,100.0,5.0,5000.0,98.98514912313634,1.0,35,-36.76322182752442
wbtc_usdc_500,wbtc_usdc_500_month_23695243_23700766_w31,5.0,1.0,100.0,5.0,5000.0,98.98494267594363,1.0,23,-16.802044636129686
wbtc_usdc_500,wbtc_usdc_500_month_23479243_23486442_w01,5.0,5.0,10.0,0.5,500.0,99.73636174272433,0.6842105263157895,38,-4.018627600506148
wbtc_usdc_500,wbtc_usdc_500_month_23486443_23493642_w02,5.0,5.0,10.0,0.5,500.0,99.88399768775024,0.56,25,-1.01844506334917
wbtc_usdc_500,wbtc_usdc_500_month_23493643_23500842_w03,5.0,5.0,10.0,0.5,500.0,99.86105585669019,0.75,28,-1.8307281979835541
wbtc_usdc_500,wbtc_usdc_500_month_23500843_23508042_w04,5.0,5.0,10.0,0.5,500.0,99.8256316823875,0.65,20,-0.39988430489218557
wbtc_usdc_500,wbtc_usdc_500_month_23508043_23515242_w05,5.0,5.0,10.0,0.5,500.0,99.76904901746228,0.5555555555555556,27,-6.184457695216638
wbtc_usdc_500,wbtc_usdc_500_month_23515243_23522442_w06,5.0,5.0,10.0,0.5,500.0,99.9,0.8260869565217391,23,-0.7312879437643186
wbtc_usdc_500,wbtc_usdc_500_month_23522443_23529642_w07,5.0,5.0,10.0,0.5,500.0,99.9,0.96,25,-2.83965310442152
wbtc_usdc_500,wbtc_usdc_500_month_23529643_23536842_w08,5.0,5.0,10.0,0.5,500.0,99.86572376652086,0.8076923076923077,26,-1.4832874389716073
wbtc_usdc_500,wbtc_usdc_500_month_23536843_23544042_w09,5.0,5.0,10.0,0.5,500.0,99.55782088278012,0.7333333333333333,30,-5.759831901203861
wbtc_usdc_500,wbtc_usdc_500_month_23544043_23551242_w10,5.0,5.0,10.0,0.5,500.0,99.89792511334018,0.963855421686747,83,-22.76406704430482
wbtc_usdc_500,wbtc_usdc_500_month_23551243_23558442_w11,5.0,5.0,10.0,0.5,500.0,99.9,0.7560975609756098,41,-2.4588511003410796
wbtc_usdc_500,wbtc_usdc_500_month_23558443_23565642_w12,5.0,5.0,10.0,0.5,500.0,99.82385498344426,0.8666666666666667,30,-6.460833795987052
wbtc_usdc_500,wbtc_usdc_500_month_23565643_23572842_w13,5.0,5.0,10.0,0.5,500.0,99.6483285573574,0.72,25,-6.95312935521104
wbtc_usdc_500,wbtc_usdc_500_month_23572843_23580042_w14,5.0,5.0,10.0,0.5,500.0,99.85256389240186,0.75,40,-8.74924087481561
wbtc_usdc_500,wbtc_usdc_500_month_23580043_23587242_w15,5.0,5.0,10.0,0.5,500.0,99.84574912997842,0.9,30,-4.023074666708674
wbtc_usdc_500,wbtc_usdc_500_month_23587243_23594442_w16,5.0,5.0,10.0,0.5,500.0,99.9,0.9117647058823529,34,-3.7172490759934056
wbtc_usdc_500,wbtc_usdc_500_month_23594443_23601642_w17,5.0,5.0,10.0,0.5,500.0,99.86633542143629,0.9767441860465116,43,-5.6825611827602955
wbtc_usdc_500,wbtc_usdc_500_month_23601643_23608842_w18,5.0,5.0,10.0,0.5,500.0,99.88453911093838,0.45454545454545453,33,-0.6274557272176458
wbtc_usdc_500,wbtc_usdc_500_month_23608843_23616042_w19,5.0,5.0,10.0,0.5,500.0,99.81234988521724,0.631578947368421,38,-11.757297868648033
wbtc_usdc_500,wbtc_usdc_500_month_23616043_23623242_w20,5.0,5.0,10.0,0.5,500.0,99.55027599656707,0.5384615384615384,39,-7.245983163912244
wbtc_usdc_500,wbtc_usdc_500_month_23623243_23630442_w21,5.0,5.0,10.0,0.5,500.0,99.79064853286069,0.8292682926829268,41,-8.556901670058862
wbtc_usdc_500,wbtc_usdc_500_month_23630443_23637642_w22,5.0,5.0,10.0,0.5,500.0,99.70777884894538,0.96875,32,-8.3634948264322
wbtc_usdc_500,wbtc_usdc_500_month_23637643_23644842_w23,5.0,5.0,10.0,0.5,500.0,99.9,0.8529411764705882,34,-2.631425894978528
wbtc_usdc_500,wbtc_usdc_500_month_23644843_23652042_w24,5.0,5.0,10.0,0.5,500.0,99.80455680889492,0.35294117647058826,51,-2.9723933155038633
wbtc_usdc_500,wbtc_usdc_500_month_23652043_23659242_w25,5.0,5.0,10.0,0.5,500.0,99.1987700723995,0.48484848484848486,33,-2.5105804833767
wbtc_usdc_500,wbtc_usdc_500_month_23659243_23666442_w26,5.0,5.0,10.0,0.5,500.0,99.70490464214187,0.5588235294117647,34,-4.425624040578848
wbtc_usdc_500,wbtc_usdc_500_month_23666443_23673642_w27,5.0,5.0,10.0,0.5,500.0,99.78982940128351,0.8695652173913043,23,-3.0338607777957836
wbtc_usdc_500,wbtc_usdc_500_month_23673643_23680842_w28,5.0,5.0,10.0,0.5,500.0,99.85942582259455,0.7352941176470589,34,-2.630861410576123
wbtc_usdc_500,wbtc_usdc_500_month_23680843_23688042_w29,5.0,5.0,10.0,0.5,500.0,99.78377447787122,0.5892857142857143,56,-7.262380566082334
wbtc_usdc_500,wbtc_usdc_500_month_23688043_23695242_w30,5.0,5.0,10.0,0.5,500.0,99.9,1.0,35,-3.589336575526945
wbtc_usdc_500,wbtc_usdc_500_month_23695243_23700766_w31,5.0,5.0,10.0,0.5,500.0,99.85990533273079,0.7777777777777778,27,-2.2532993886418557
wbtc_usdc_500,wbtc_usdc_500_month_23479243_23486442_w01,5.0,5.0,10.0,0.5,2500.0,99.73636174272433,0.6842105263157895,38,-4.018627600506148
wbtc_usdc_500,wbtc_usdc_500_month_23486443_23493642_w02,5.0,5.0,10.0,0.5,2500.0,99.88399768775024,0.56,25,-1.01844506334917
wbtc_usdc_500,wbtc_usdc_500_month_23493643_23500842_w03,5.0,5.0,10.0,0.5,2500.0,99.86105585669019,0.75,28,-1.8307281979835541
wbtc_usdc_500,wbtc_usdc_500_month_23500843_23508042_w04,5.0,5.0,10.0,0.5,2500.0,99.8256316823875,0.65,20,-0.39988430489218557
wbtc_usdc_500,wbtc_usdc_500_month_23508043_23515242_w05,5.0,5.0,10.0,0.5,2500.0,99.76904901746228,0.5555555555555556,27,-6.184457695216638
wbtc_usdc_500,wbtc_usdc_500_month_23515243_23522442_w06,5.0,5.0,10.0,0.5,2500.0,99.9,0.8260869565217391,23,-0.7312879437643186
wbtc_usdc_500,wbtc_usdc_500_month_23522443_23529642_w07,5.0,5.0,10.0,0.5,2500.0,99.9,0.96,25,-2.83965310442152
wbtc_usdc_500,wbtc_usdc_500_month_23529643_23536842_w08,5.0,5.0,10.0,0.5,2500.0,99.86572376652086,0.8076923076923077,26,-1.4832874389716073
wbtc_usdc_500,wbtc_usdc_500_month_23536843_23544042_w09,5.0,5.0,10.0,0.5,2500.0,99.55782088278012,0.7333333333333333,30,-5.759831901203861
wbtc_usdc_500,wbtc_usdc_500_month_23544043_23551242_w10,5.0,5.0,10.0,0.5,2500.0,99.89792511334018,0.963855421686747,83,-22.76406704430482
wbtc_usdc_500,wbtc_usdc_500_month_23551243_23558442_w11,5.0,5.0,10.0,0.5,2500.0,99.9,0.7560975609756098,41,-2.4588511003410796
wbtc_usdc_500,wbtc_usdc_500_month_23558443_23565642_w12,5.0,5.0,10.0,0.5,2500.0,99.82385498344426,0.8666666666666667,30,-6.460833795987052
wbtc_usdc_500,wbtc_usdc_500_month_23565643_23572842_w13,5.0,5.0,10.0,0.5,2500.0,99.6483285573574,0.72,25,-6.95312935521104
wbtc_usdc_500,wbtc_usdc_500_month_23572843_23580042_w14,5.0,5.0,10.0,0.5,2500.0,99.85256389240186,0.75,40,-8.74924087481561
wbtc_usdc_500,wbtc_usdc_500_month_23580043_23587242_w15,5.0,5.0,10.0,0.5,2500.0,99.84574912997842,0.9,30,-4.023074666708674
wbtc_usdc_500,wbtc_usdc_500_month_23587243_23594442_w16,5.0,5.0,10.0,0.5,2500.0,99.9,0.9117647058823529,34,-3.7172490759934056
wbtc_usdc_500,wbtc_usdc_500_month_23594443_23601642_w17,5.0,5.0,10.0,0.5,2500.0,99.86633542143629,0.9767441860465116,43,-5.6825611827602955
wbtc_usdc_500,wbtc_usdc_500_month_23601643_23608842_w18,5.0,5.0,10.0,0.5,2500.0,99.88453911093838,0.45454545454545453,33,-0.6274557272176458
wbtc_usdc_500,wbtc_usdc_500_month_23608843_23616042_w19,5.0,5.0,10.0,0.5,2500.0,99.81234988521724,0.631578947368421,38,-11.757297868648033
wbtc_usdc_500,wbtc_usdc_500_month_23616043_23623242_w20,5.0,5.0,10.0,0.5,2500.0,99.55027599656707,0.5384615384615384,39,-7.245983163912244
wbtc_usdc_500,wbtc_usdc_500_month_23623243_23630442_w21,5.0,5.0,10.0,0.5,2500.0,99.79064853286069,0.8292682926829268,41,-8.556901670058862
wbtc_usdc_500,wbtc_usdc_500_month_23630443_23637642_w22,5.0,5.0,10.0,0.5,2500.0,99.70777884894538,0.96875,32,-8.3634948264322
wbtc_usdc_500,wbtc_usdc_500_month_23637643_23644842_w23,5.0,5.0,10.0,0.5,2500.0,99.9,0.8529411764705882,34,-2.631425894978528
wbtc_usdc_500,wbtc_usdc_500_month_23644843_23652042_w24,5.0,5.0,10.0,0.5,2500.0,99.80455680889492,0.35294117647058826,51,-2.9723933155038633
wbtc_usdc_500,wbtc_usdc_500_month_23652043_23659242_w25,5.0,5.0,10.0,0.5,2500.0,99.1987700723995,0.48484848484848486,33,-2.5105804833767
wbtc_usdc_500,wbtc_usdc_500_month_23659243_23666442_w26,5.0,5.0,10.0,0.5,2500.0,99.70490464214187,0.5588235294117647,34,-4.425624040578848
wbtc_usdc_500,wbtc_usdc_500_month_23666443_23673642_w27,5.0,5.0,10.0,0.5,2500.0,99.78982940128351,0.8695652173913043,23,-3.0338607777957836
wbtc_usdc_500,wbtc_usdc_500_month_23673643_23680842_w28,5.0,5.0,10.0,0.5,2500.0,99.85942582259455,0.7352941176470589,34,-2.630861410576123
wbtc_usdc_500,wbtc_usdc_500_month_23680843_23688042_w29,5.0,5.0,10.0,0.5,2500.0,99.78377447787122,0.5892857142857143,56,-7.262380566082334
wbtc_usdc_500,wbtc_usdc_500_month_23688043_23695242_w30,5.0,5.0,10.0,0.5,2500.0,99.9,1.0,35,-3.589336575526945
wbtc_usdc_500,wbtc_usdc_500_month_23695243_23700766_w31,5.0,5.0,10.0,0.5,2500.0,99.85990533273079,0.7777777777777778,27,-2.2532993886418557
wbtc_usdc_500,wbtc_usdc_500_month_23479243_23486442_w01,5.0,5.0,10.0,0.5,5000.0,99.73636174272433,0.6842105263157895,38,-4.018627600506148
wbtc_usdc_500,wbtc_usdc_500_month_23486443_23493642_w02,5.0,5.0,10.0,0.5,5000.0,99.88399768775024,0.56,25,-1.01844506334917
wbtc_usdc_500,wbtc_usdc_500_month_23493643_23500842_w03,5.0,5.0,10.0,0.5,5000.0,99.86105585669019,0.75,28,-1.8307281979835541
wbtc_usdc_500,wbtc_usdc_500_month_23500843_23508042_w04,5.0,5.0,10.0,0.5,5000.0,99.8256316823875,0.65,20,-0.39988430489218557
wbtc_usdc_500,wbtc_usdc_500_month_23508043_23515242_w05,5.0,5.0,10.0,0.5,5000.0,99.76904901746228,0.5555555555555556,27,-6.184457695216638
wbtc_usdc_500,wbtc_usdc_500_month_23515243_23522442_w06,5.0,5.0,10.0,0.5,5000.0,99.9,0.8260869565217391,23,-0.7312879437643186
wbtc_usdc_500,wbtc_usdc_500_month_23522443_23529642_w07,5.0,5.0,10.0,0.5,5000.0,99.9,0.96,25,-2.83965310442152
wbtc_usdc_500,wbtc_usdc_500_month_23529643_23536842_w08,5.0,5.0,10.0,0.5,5000.0,99.86572376652086,0.8076923076923077,26,-1.4832874389716073
wbtc_usdc_500,wbtc_usdc_500_month_23536843_23544042_w09,5.0,5.0,10.0,0.5,5000.0,99.55782088278012,0.7333333333333333,30,-5.759831901203861
wbtc_usdc_500,wbtc_usdc_500_month_23544043_23551242_w10,5.0,5.0,10.0,0.5,5000.0,99.89792511334018,0.963855421686747,83,-22.76406704430482
wbtc_usdc_500,wbtc_usdc_500_month_23551243_23558442_w11,5.0,5.0,10.0,0.5,5000.0,99.9,0.7560975609756098,41,-2.4588511003410796
wbtc_usdc_500,wbtc_usdc_500_month_23558443_23565642_w12,5.0,5.0,10.0,0.5,5000.0,99.82385498344426,0.8666666666666667,30,-6.460833795987052
wbtc_usdc_500,wbtc_usdc_500_month_23565643_23572842_w13,5.0,5.0,10.0,0.5,5000.0,99.6483285573574,0.72,25,-6.95312935521104
wbtc_usdc_500,wbtc_usdc_500_month_23572843_23580042_w14,5.0,5.0,10.0,0.5,5000.0,99.85256389240186,0.75,40,-8.74924087481561
wbtc_usdc_500,wbtc_usdc_500_month_23580043_23587242_w15,5.0,5.0,10.0,0.5,5000.0,99.84574912997842,0.9,30,-4.023074666708674
wbtc_usdc_500,wbtc_usdc_500_month_23587243_23594442_w16,5.0,5.0,10.0,0.5,5000.0,99.9,0.9117647058823529,34,-3.7172490759934056
wbtc_usdc_500,wbtc_usdc_500_month_23594443_23601642_w17,5.0,5.0,10.0,0.5,5000.0,99.86633542143629,0.9767441860465116,43,-5.6825611827602955
wbtc_usdc_500,wbtc_usdc_500_month_23601643_23608842_w18,5.0,5.0,10.0,0.5,5000.0,99.88453911093838,0.45454545454545453,33,-0.6274557272176458
wbtc_usdc_500,wbtc_usdc_500_month_23608843_23616042_w19,5.0,5.0,10.0,0.5,5000.0,99.81234988521724,0.631578947368421,38,-11.757297868648033
wbtc_usdc_500,wbtc_usdc_500_month_23616043_23623242_w20,5.0,5.0,10.0,0.5,5000.0,99.55027599656707,0.5384615384615384,39,-7.245983163912244
wbtc_usdc_500,wbtc_usdc_500_month_23623243_23630442_w21,5.0,5.0,10.0,0.5,5000.0,99.79064853286069,0.8292682926829268,41,-8.556901670058862
wbtc_usdc_500,wbtc_usdc_500_month_23630443_23637642_w22,5.0,5.0,10.0,0.5,5000.0,99.70777884894538,0.96875,32,-8.3634948264322
wbtc_usdc_500,wbtc_usdc_500_month_23637643_23644842_w23,5.0,5.0,10.0,0.5,5000.0,99.9,0.8529411764705882,34,-2.631425894978528
wbtc_usdc_500,wbtc_usdc_500_month_23644843_23652042_w24,5.0,5.0,10.0,0.5,5000.0,99.80455680889492,0.35294117647058826,51,-2.9723933155038633
wbtc_usdc_500,wbtc_usdc_500_month_23652043_23659242_w25,5.0,5.0,10.0,0.5,5000.0,99.1987700723995,0.48484848484848486,33,-2.5105804833767
wbtc_usdc_500,wbtc_usdc_500_month_23659243_23666442_w26,5.0,5.0,10.0,0.5,5000.0,99.70490464214187,0.5588235294117647,34,-4.425624040578848
wbtc_usdc_500,wbtc_usdc_500_month_23666443_23673642_w27,5.0,5.0,10.0,0.5,5000.0,99.78982940128351,0.8695652173913043,23,-3.0338607777957836
wbtc_usdc_500,wbtc_usdc_500_month_23673643_23680842_w28,5.0,5.0,10.0,0.5,5000.0,99.85942582259455,0.7352941176470589,34,-2.630861410576123
wbtc_usdc_500,wbtc_usdc_500_month_23680843_23688042_w29,5.0,5.0,10.0,0.5,5000.0,99.78377447787122,0.5892857142857143,56,-7.262380566082334
wbtc_usdc_500,wbtc_usdc_500_month_23688043_23695242_w30,5.0,5.0,10.0,0.5,5000.0,99.9,1.0,35,-3.589336575526945
wbtc_usdc_500,wbtc_usdc_500_month_23695243_23700766_w31,5.0,5.0,10.0,0.5,5000.0,99.85990533273079,0.7777777777777778,27,-2.2532993886418557
wbtc_usdc_500,wbtc_usdc_500_month_23479243_23486442_w01,5.0,5.0,10.0,1.0,500.0,99.57272348544865,0.6842105263157895,38,-6.512959128798456
wbtc_usdc_500,wbtc_usdc_500_month_23486443_23493642_w02,5.0,5.0,10.0,1.0,500.0,99.86799537550047,0.56,25,-1.1589377448903482
wbtc_usdc_500,wbtc_usdc_500_month_23493643_23500842_w03,5.0,5.0,10.0,1.0,500.0,99.82211171338037,0.75,28,-2.3438562766864903
wbtc_usdc_500,wbtc_usdc_500_month_23500843_23508042_w04,5.0,5.0,10.0,1.0,500.0,99.751263364775,0.65,20,-0.5704354887406412
wbtc_usdc_500,wbtc_usdc_500_month_23508043_23515242_w05,5.0,5.0,10.0,1.0,500.0,99.63809803492457,0.5555555555555556,27,-9.69109275150746
wbtc_usdc_500,wbtc_usdc_500_month_23515243_23522442_w06,5.0,5.0,10.0,1.0,500.0,99.9,0.8260869565217391,23,-0.7312879437643186
wbtc_usdc_500,wbtc_usdc_500_month_23522443_23529642_w07,5.0,5.0,10.0,1.0,500.0,99.9,0.96,25,-2.83965310442152
wbtc_usdc_500,wbtc_usdc_500_month_23529643_23536842_w08,5.0,5.0,10.0,1.0,500.0,99.83144753304173,0.8076923076923077,26,-1.8619211350289457
wbtc_usdc_500,wbtc_usdc_500_month_23536843_23544042_w09,5.0,5.0,10.0,1.0,500.0,99.21564176556024,0.7333333333333333,30,-10.217062282594279
wbtc_usdc_500,wbtc_usdc_500_month_23544043_23551242_w10,5.0,5.0,10.0,1.0,500.0,99.89585022668035,0.963855421686747,83,-23.226794563082677
wbtc_usdc_500,wbtc_usdc_500_month_23551243_23558442_w11,5.0,5.0,10.0,1.0,500.0,99.9,0.7560975609756098,41,-2.4588511003410796
wbtc_usdc_500,wbtc_usdc_500_month_23558443_23565642_w12,5.0,5.0,10.0,1.0,500.0,99.74770996688852,0.8666666666666667,30,-9.253761498279596
wbtc_usdc_500,wbtc_usdc_500_month_23565643_23572842_w13,5.0,5.0,10.0,1.0,500.0,99.3966571147148,0.72,25,-11.929092380690433
wbtc_usdc_500,wbtc_usdc_500_month_23572843_23580042_w14,5.0,5.0,10.0,1.0,500.0,99.80512778480372,0.75,40,-11.56422248482288
wbtc_usdc_500,wbtc_usdc_500_month_23580043_23587242_w15,5.0,5.0,10.0,1.0,500.0,99.79149825995682,0.9,30,-5.438011910175804
wbtc_usdc_500,wbtc_usdc_500_month_23587243_23594442_w16,5.0,5.0,10.0,1.0,500.0,99.9,0.9117647058823529,34,-3.7172490759934056
wbtc_usdc_500,wbtc_usdc_500_month_23594443_23601642_w17,5.0,5.0,10.0,1.0,500.0,99.83267084287257,0.9767441860465116,43,-7.113763296557001
wbtc_usdc_500,wbtc_usdc_500_month_23601643_23608842_w18,5.0,5.0,10.0,1.0,500.0,99.86907822187675,0.45454545454545453,33,-0.7114757228060847
wbtc_usdc_500,wbtc_usdc_500_month_23608843_23616042_w19,5.0,5.0,10.0,1.0,500.0,99.72469977043448,0.631578947368421,38,-17.249053143698784
wbtc_usdc_500,wbtc_usdc_500_month_23616043_23623242_w20,5.0,5.0,10.0,1.0,500.0,99.20055199313413,0.5384615384615384,39,-12.880759652485724
wbtc_usdc_500,wbtc_usdc_500_month_23623243_23630442_w21,5.0,5.0,10.0,1.0,500.0,99.68120006003505,0.8292682926829268,41,-13.030430481222334
wbtc_usdc_500,wbtc_usdc_500_month_23630443_23637642_w22,5.0,5.0,10.0,1.0,500.0,99.51555769789076,0.96875,32,-13.864946711671212
wbtc_usdc_500,wbtc_usdc_500_month_23637643_23644842_w23,5.0,5.0,10.0,1.0,500.0,99.9,0.8529411764705882,34,-2.631425894978528
wbtc_usdc_500,wbtc_usdc_500_month_23644843_23652042_w24,5.0,5.0,10.0,1.0,500.0,99.70911361778982,0.35294117647058826,51,-4.423938911167927
wbtc_usdc_500,wbtc_usdc_500_month_23652043_23659242_w25,5.0,5.0,10.0,1.0,500.0,98.49754014479899,0.48484848484848486,33,-4.707820139496075
wbtc_usdc_500,wbtc_usdc_500_month_23659243_23666442_w26,5.0,5.0,10.0,1.0,500.0,99.50980928428375,0.5588235294117647,34,-7.351521324118515
wbtc_usdc_500,wbtc_usdc_500_month_23666443_23673642_w27,5.0,5.0,10.0,1.0,500.0,99.67965880256702,0.8695652173913043,23,-4.624198628824698
wbtc_usdc_500,wbtc_usdc_500_month_23673643_23680842_w28,5.0,5.0,10.0,1.0,500.0,99.81885164518907,0.7352941176470589,34,-3.3902116665908637
wbtc_usdc_500,wbtc_usdc_500_month_23680843_23688042_w29,5.0,5.0,10.0,1.0,500.0,99.66754895574243,0.5892857142857143,56,-11.166054678558877
wbtc_usdc_500,wbtc_usdc_500_month_23688043_23695242_w30,5.0,5.0,10.0,1.0,500.0,99.9,1.0,35,-3.589336575526945
wbtc_usdc_500,wbtc_usdc_500_month_23695243_23700766_w31,5.0,5.0,10.0,1.0,500.0,99.81981066546159,0.7777777777777778,27,-2.898186813742044
wbtc_usdc_500,wbtc_usdc_500_month_23479243_23486442_w01,5.0,5.0,10.0,1.0,2500.0,99.57272348544865,0.6842105263157895,38,-6.512959128798456
wbtc_usdc_500,wbtc_usdc_500_month_23486443_23493642_w02,5.0,5.0,10.0,1.0,2500.0,99.86799537550047,0.56,25,-1.1589377448903482
wbtc_usdc_500,wbtc_usdc_500_month_23493643_23500842_w03,5.0,5.0,10.0,1.0,2500.0,99.82211171338037,0.75,28,-2.3438562766864903
wbtc_usdc_500,wbtc_usdc_500_month_23500843_23508042_w04,5.0,5.0,10.0,1.0,2500.0,99.751263364775,0.65,20,-0.5704354887406412
wbtc_usdc_500,wbtc_usdc_500_month_23508043_23515242_w05,5.0,5.0,10.0,1.0,2500.0,99.63809803492457,0.5555555555555556,27,-9.69109275150746
wbtc_usdc_500,wbtc_usdc_500_month_23515243_23522442_w06,5.0,5.0,10.0,1.0,2500.0,99.9,0.8260869565217391,23,-0.7312879437643186
wbtc_usdc_500,wbtc_usdc_500_month_23522443_23529642_w07,5.0,5.0,10.0,1.0,2500.0,99.9,0.96,25,-2.83965310442152
wbtc_usdc_500,wbtc_usdc_500_month_23529643_23536842_w08,5.0,5.0,10.0,1.0,2500.0,99.83144753304173,0.8076923076923077,26,-1.8619211350289457
wbtc_usdc_500,wbtc_usdc_500_month_23536843_23544042_w09,5.0,5.0,10.0,1.0,2500.0,99.21564176556024,0.7333333333333333,30,-10.217062282594279
wbtc_usdc_500,wbtc_usdc_500_month_23544043_23551242_w10,5.0,5.0,10.0,1.0,2500.0,99.89585022668035,0.963855421686747,83,-23.226794563082677
wbtc_usdc_500,wbtc_usdc_500_month_23551243_23558442_w11,5.0,5.0,10.0,1.0,2500.0,99.9,0.7560975609756098,41,-2.4588511003410796
wbtc_usdc_500,wbtc_usdc_500_month_23558443_23565642_w12,5.0,5.0,10.0,1.0,2500.0,99.74770996688852,0.8666666666666667,30,-9.253761498279596
wbtc_usdc_500,wbtc_usdc_500_month_23565643_23572842_w13,5.0,5.0,10.0,1.0,2500.0,99.3966571147148,0.72,25,-11.929092380690433
wbtc_usdc_500,wbtc_usdc_500_month_23572843_23580042_w14,5.0,5.0,10.0,1.0,2500.0,99.80512778480372,0.75,40,-11.56422248482288
wbtc_usdc_500,wbtc_usdc_500_month_23580043_23587242_w15,5.0,5.0,10.0,1.0,2500.0,99.79149825995682,0.9,30,-5.438011910175804
wbtc_usdc_500,wbtc_usdc_500_month_23587243_23594442_w16,5.0,5.0,10.0,1.0,2500.0,99.9,0.9117647058823529,34,-3.7172490759934056
wbtc_usdc_500,wbtc_usdc_500_month_23594443_23601642_w17,5.0,5.0,10.0,1.0,2500.0,99.83267084287257,0.9767441860465116,43,-7.113763296557001
wbtc_usdc_500,wbtc_usdc_500_month_23601643_23608842_w18,5.0,5.0,10.0,1.0,2500.0,99.86907822187675,0.45454545454545453,33,-0.7114757228060847
wbtc_usdc_500,wbtc_usdc_500_month_23608843_23616042_w19,5.0,5.0,10.0,1.0,2500.0,99.72469977043448,0.631578947368421,38,-17.249053143698784
